,position
30810,1.0
30811,1.0
30812,1.0
30813,1.0
30814,1.0
30815,1.0
30816,1.0
30817,1.0
30818,1.0
30819,1.0
30820,1.0
30821,1.0
30822,1.0
30823,1.0872951936676973e-16
30824,1.0
30825,1.0
30826,1.0
30827,1.0
30828,1.0
30829,1.0
30830,1.0
30831,1.0
30832,1.0
30833,1.0
30834,1.0
30835,1.0
30836,1.0
30837,1.0
30838,7.333446188512815e-31
30839,2.5151036136828004e-29
30840,0.9999999999999998
30841,1.0
30842,1.0
30843,1.0
30844,1.0
30845,1.0
30846,9.769676153388206e-27
30847,2.1104155131705384e-21
30848,1.2431497059614887e-31
30849,1.0
30850,1.0
30851,1.0
30852,1.0
30853,1.0
30854,1.0
30855,1.0
30856,1.0
30857,1.0
30858,1.0
30859,1.0
30860,1.0
30861,1.0
30862,1.0
30863,1.0
30864,1.0
30865,1.0
30866,1.0
30867,1.0
30868,3.822794195769072e-12
30869,2.0935031414667116e-23
30870,1.0
30871,1.0
30872,1.0
30873,1.0
30874,0.9999999999999993
30875,1.0
30876,1.0
30877,1.0
30878,1.0
30879,1.0
30880,1.0
30881,1.0
30882,1.0
30883,1.0
30884,1.0
30885,1.0
30886,1.0
30887,0.9999999999999951
30888,0.9999999999999998
30889,0.9999999999855105
30890,1.0
30891,1.0
30892,1.0
30893,1.0
30894,1.0
30895,1.0
30896,1.0
30897,7.195963744908503e-25
30898,1.0
30899,1.0
30900,1.0
30901,1.0
30902,1.0
30903,1.0
30904,1.0
30905,1.0
30906,1.0
30907,1.0
30908,1.0
30909,1.0
30910,1.0
30911,1.0
30912,1.0
30913,1.0
30914,1.0
30915,1.0
30916,1.0
30917,1.0
30918,1.0
30919,1.0
30920,1.0
30921,1.0
30922,1.0
30923,1.0
30924,7.01594655918447e-27
30925,1.0000948026897425e-35
30926,4.16527251933648e-34
30927,5.208143451475607e-13
30928,0.9999999672846644
30929,0.9999999113631551
30930,1.0
30931,1.0
30932,1.0
30933,1.0
30934,1.0
30935,1.0
30936,1.0
30937,1.0
30938,1.0
30939,1.0
30940,1.0
30941,1.0
30942,1.0
30943,1.0
30944,1.0
30945,1.0
30946,1.0
30947,1.0
30948,1.0
30949,1.0
30950,1.0
30951,0.9999999867192149
30952,1.0
30953,1.0
30954,1.0
30955,1.0
30956,1.0
30957,1.0
30958,0.9999999999999964
30959,2.40909121433286e-72
30960,6.651844000186184e-69
30961,1.0
30962,1.0
30963,1.0
30964,1.0
30965,1.0
30966,1.0
30967,0.9999999997664788
30968,1.0
30969,1.0
30970,1.0
30971,1.0
30972,1.0
30973,1.0
30974,1.0
30975,0.060142429524593956
30976,1.0
30977,1.0
30978,1.0
30979,0.9999990641562418
30980,1.0
30981,1.0
30982,1.0
30983,1.0
30984,1.0
30985,1.0
30986,1.0
30987,1.0
30988,1.0
30989,1.0
30990,1.0
30991,1.0
30992,1.0
30993,1.0
30994,1.0
30995,1.0
30996,1.0
30997,1.0
30998,1.0
30999,1.0
31000,1.0
31001,0.9999999980973702
31002,9.2678792769697e-05
31003,1.8664607251326806e-09
31004,0.9999757285104612
31005,1.3820334285542345e-25
31006,1.0
31007,1.0
31008,1.0
31009,1.0
31010,1.0
31011,1.0
31012,1.0
31013,1.0
31014,1.0
31015,1.0
31016,1.0
31017,1.0
31018,1.0
31019,1.0
31020,1.0
31021,1.0
31022,1.0
31023,1.6217445375530756e-35
31024,1.0
31025,1.0
31026,1.0
31027,1.0
31028,1.0
31029,1.0
31030,1.0
31031,1.0
31032,1.0
31033,1.0
31034,1.0
31035,1.0
31036,1.0
31037,1.0
31038,1.0
31039,0.9999999999985272
31040,1.0
31041,1.0
31042,1.0
31043,1.0
31044,1.0
31045,1.0
31046,1.0
31047,1.0
31048,1.0
31049,1.0
31050,1.0
31051,1.0
31052,1.0
31053,1.0
31054,1.0
31055,1.0
31056,1.0
31057,1.0
31058,1.0
31059,1.0
31060,1.0
31061,1.0
31062,1.0
31063,1.0
31064,1.0
31065,1.0
31066,1.0
31067,1.0
31068,1.0
31069,1.0
31070,1.272196384205356e-35
31071,1.9657531796091114e-39
31072,0.9999999999999198
31073,1.0
31074,1.0
31075,1.0
31076,4.052160833125149e-51
31077,1.9271029781792372e-48
31078,1.0
31079,1.0
31080,1.0
31081,1.0
31082,1.0
31083,1.0
31084,1.0
31085,1.0
31086,1.0
31087,1.0
31088,1.0
31089,1.0
31090,1.0
31091,1.0
31092,1.0
31093,3.6741103816977516e-18
31094,4.74776978587008e-17
31095,6.932408561472908e-39
31096,1.0
31097,1.0
31098,1.0
31099,1.0
31100,1.0
31101,1.0
31102,1.0
31103,1.0
31104,1.660557816903065e-14
31105,0.9999999999999931
31106,1.0
31107,1.0
31108,1.0
31109,1.0
31110,1.0
31111,1.0
31112,1.0
31113,1.0
31114,1.0
31115,1.0
31116,1.0
31117,0.9999999959284314
31118,1.0
31119,5.3428107499188495e-40
31120,1.0
31121,1.0
31122,2.8735918967742946e-13
31123,1.0
31124,1.0
31125,1.0
31126,1.0
31127,3.470739560104474e-11
31128,1.0
31129,1.0
31130,3.583792213724762e-28
31131,1.0
31132,1.0
31133,1.0
31134,1.0
31135,0.5951671970320315
31136,1.0
31137,1.0
31138,1.0
31139,1.0
31140,1.0
31141,1.0
31142,1.0
31143,1.0
31144,1.0
31145,1.0
31146,1.0
31147,1.0
31148,1.0
31149,1.0
31150,1.0
31151,1.0
31152,1.0
31153,1.0
31154,1.0
31155,3.6405341223541103e-44
31156,3.296031493404023e-19
31157,0.9999611834931873
31158,1.0
31159,1.0
31160,1.0
31161,1.0
31162,1.0
31163,1.0
31164,1.0
31165,2.0347700306573393e-18
31166,3.2368955547060264e-22
31167,1.0
31168,1.0
31169,1.0
31170,1.0
31171,1.0
31172,1.0
31173,1.0
31174,1.0
31175,1.0
31176,1.0
31177,1.0
31178,1.0
31179,1.0
31180,1.0
31181,1.0
31182,1.0
31183,1.0
31184,1.0
31185,1.0
31186,1.0
31187,1.0
31188,1.0
31189,1.0
31190,1.0
31191,1.0
31192,1.0
31193,1.0
31194,1.0
31195,1.0
31196,1.0
31197,1.0
31198,3.41683469212815e-32
31199,1.0
31200,1.0
31201,1.0
31202,1.0
31203,1.0
31204,1.0
31205,1.0
31206,1.0
31207,1.0
31208,1.0
31209,1.0
31210,1.0
31211,1.0
31212,1.0
31213,1.0
31214,1.0
31215,0.9113766619752874
31216,1.0027050290277611e-14
31217,1.0
31218,1.0
31219,1.0
31220,1.1883564404719401e-20
31221,0.9999999998177422
31222,1.0
31223,1.0
31224,1.0
31225,1.0
31226,1.0
31227,1.0
31228,1.0
31229,1.0
31230,1.0
31231,1.0
31232,9.032205377268805e-11
31233,1.0
31234,1.0
31235,1.0
31236,1.0
31237,1.0
31238,1.0
31239,1.0
31240,1.0
31241,1.0
31242,1.0
31243,1.0
31244,1.0
31245,1.0
31246,1.0
31247,1.0
31248,1.0
31249,1.0
31250,1.0
31251,1.0
31252,1.533608607635622e-12
31253,1.0
31254,1.0
31255,1.0
31256,1.0
31257,1.0
31258,1.0
31259,1.0
31260,1.0
31261,1.186262125088399e-17
31262,1.0
31263,2.5160875379621916e-42
31264,1.4647685793093811e-58
31265,5.363515806917805e-25
31266,1.0
31267,1.0
31268,1.0
31269,1.0
31270,1.0
31271,1.0
31272,1.0
31273,1.0
31274,1.0
31275,1.0
31276,1.0
31277,1.0
31278,1.0
31279,1.0
31280,1.0
31281,1.0
31282,1.0
31283,1.0
31284,1.0
31285,1.0
31286,1.0
31287,1.0
31288,1.0
31289,4.547715127881543e-47
31290,1.0
31291,1.0
31292,1.0
31293,1.0
31294,1.0
31295,1.0
31296,1.0
31297,1.0
31298,4.9630122586543174e-11
31299,3.2113807772454136e-11
31300,1.0
31301,1.0
31302,1.0
31303,1.0
31304,1.0
31305,1.0
31306,1.0
31307,1.0
31308,1.0
31309,1.0
31310,1.0
31311,1.0
31312,0.9999927902924303
31313,1.0
31314,1.0
31315,1.0
31316,1.0
31317,1.0
31318,1.0
31319,1.0
31320,1.0
31321,4.582907357843113e-28
31322,3.329755128655298e-45
31323,1.0
31324,1.0
31325,1.0
31326,1.0
31327,1.0
31328,1.0
31329,1.0
31330,1.0
31331,1.0
31332,1.0
31333,1.0
31334,1.0
31335,1.0
31336,1.0
31337,1.0
31338,1.0
31339,1.0
31340,1.0
31341,1.0
31342,1.0
31343,1.0
31344,1.0
31345,1.0
31346,1.0
31347,1.0
31348,1.0
31349,1.0
31350,1.0
31351,1.0
31352,1.0
31353,1.0
31354,1.0
31355,1.0
31356,1.0
31357,1.0
31358,2.012417762141831e-23
31359,1.0
31360,1.0
31361,1.0
31362,1.0
31363,1.0
31364,1.0
31365,1.0
31366,1.0
31367,1.0
31368,1.0
31369,1.0
31370,1.0
31371,1.0
31372,1.0
31373,1.0
31374,1.0
31375,1.0
31376,1.0
31377,1.0
31378,1.0
31379,1.0
31380,1.0
31381,1.0
31382,1.0
31383,1.0
31384,1.0
31385,1.0
31386,0.9999999999999998
31387,1.0
31388,1.0
31389,1.0
31390,1.0
31391,1.0
31392,1.0
31393,1.0
31394,1.0
31395,1.0
31396,1.0
31397,1.0
31398,1.0
31399,1.0
31400,1.0
31401,1.0
31402,1.0
31403,1.0
31404,1.0
31405,1.0
31406,1.0
31407,1.0
31408,1.0
31409,1.0
31410,1.0
31411,1.0
31412,1.0
31413,1.0
31414,1.0
31415,1.0
31416,1.0
31417,1.0
31418,1.0
31419,1.0
31420,1.0
31421,0.9999999999999987
31422,1.0
31423,1.0
31424,1.0
31425,1.0
31426,1.0
31427,1.0
31428,1.0
31429,0.9999999999999998
31430,1.0
31431,1.0
31432,1.0
31433,3.642287336600963e-61
31434,6.51924415482835e-61
31435,3.424361830297883e-44
31436,0.9999999999999978
31437,1.0
31438,1.0
31439,2.6165145364555663e-38
31440,1.0
31441,1.0
31442,1.0
31443,1.0
31444,1.0
31445,1.0
31446,1.0
31447,1.0
31448,1.0
31449,1.0
31450,1.0
31451,1.0
31452,1.0
31453,1.0
31454,1.0
31455,1.0
31456,1.0
31457,1.0
31458,1.0
31459,1.0
31460,1.0
31461,1.0
31462,1.0
31463,2.3869839577672757e-23
31464,1.0
31465,1.0
31466,1.0
31467,1.0
31468,1.0
31469,1.0
31470,1.0
31471,1.0
31472,1.0
31473,1.0
31474,1.0
31475,1.0
31476,1.0
31477,0.9999999999786136
31478,1.0
31479,1.1921130380656585e-48
31480,1.0
31481,1.0
31482,1.0
31483,1.0
31484,1.0
31485,1.0
31486,3.000991406999821e-13
31487,1.5997897761656055e-05
31488,1.0
31489,1.0
31490,1.0
31491,1.0
31492,0.2584030806325399
31493,0.9999999999999993
31494,1.0
31495,0.999997641194627
31496,2.4548426333571762e-32
31497,2.3279225413341505e-34
31498,4.828232983099462e-45
31499,5.116061160769635e-34
31500,1.5879042380853647e-29
31501,4.178584375682571e-42
31502,4.342018875968719e-33
31503,1.0
31504,1.0
31505,1.0
31506,1.0
31507,1.0
31508,1.0
31509,1.0
31510,1.0
31511,1.0
31512,1.0
31513,1.0
31514,1.0
31515,1.0
31516,1.0
31517,3.9400398362626474e-47
31518,1.3619500919669404e-43
31519,7.912885004657526e-40
31520,1.0113270464642363e-41
31521,4.891269825972469e-52
31522,1.5692021037719934e-55
31523,9.298171559737925e-51
31524,4.09121574558269e-45
31525,1.296428267214985e-46
31526,1.187506538681936e-58
31527,1.0
31528,1.0
31529,1.0
31530,1.0
31531,1.0
31532,5.876891382514157e-38
31533,2.1095715290981697e-50
31534,1.0
31535,1.0
31536,1.0
31537,1.0
31538,1.0
31539,1.0
31540,1.0
31541,1.0
31542,1.0
31543,1.0
31544,1.0
31545,1.0
31546,1.0
31547,1.0
31548,1.0
31549,1.0
31550,1.0
31551,1.0
31552,1.0
31553,0.006078728102655207
31554,1.264878145872551e-09
31555,1.0
31556,7.657602180810361e-53
31557,2.5616840160802087e-54
31558,5.076305015105932e-53
31559,2.966543638673063e-46
31560,1.5961112269847697e-48
31561,1.0888927120560814e-58
31562,8.431807475714916e-25
31563,1.8099351594724598e-25
31564,4.521879925467462e-43
31565,8.41080507567806e-52
31566,4.9126717392592897e-51
31567,3.2444926284405574e-62
31568,7.901529396375362e-58
31569,1.1513786615356441e-49
31570,1.0280289064211548e-52
31571,1.0
31572,1.0
31573,1.0
31574,1.0
31575,1.0
31576,1.0
31577,0.999999900743422
31578,0.9999999999999996
31579,0.99999999999777
31580,0.999999999972019
31581,0.9973932136480386
31582,1.0
31583,1.0
31584,1.0
31585,1.0
31586,1.0
31587,1.0
31588,1.0
31589,1.0
31590,0.9997431195500085
31591,1.4447629275152262e-46
31592,9.317077108273215e-62
31593,1.0
31594,0.9999999999999503
31595,1.0
31596,9.933041463489373e-47
31597,8.872221159969778e-66
31598,7.350905693869827e-64
31599,2.754960388049863e-69
31600,1.2845378375360424e-67
31601,1.0
31602,1.0
31603,1.0
31604,1.0
31605,1.0
31606,1.0
31607,1.0
31608,1.0
31609,1.0
31610,1.0
31611,1.0
31612,1.0
31613,1.0
31614,1.0
31615,1.0
31616,1.0
31617,1.0
31618,1.0
31619,1.0
31620,1.0
31621,1.0
31622,1.0
31623,3.5280708239719746e-07
31624,0.9999999976871039
31625,0.9999999999999998
31626,1.0
31627,1.0
31628,1.0
31629,1.0
31630,1.0
31631,1.0
31632,1.0
31633,1.0
31634,1.0
31635,1.0
31636,1.0
31637,1.0
31638,1.0
31639,0.9999999999998954
31640,1.0
31641,1.0
31642,2.620676913755863e-36
31643,1.0
31644,1.0
31645,1.0
31646,1.0
31647,1.0
31648,1.3085111328694424e-13
31649,1.241985127886343e-44
31650,1.0
31651,1.0
31652,1.0
31653,1.0
31654,1.0
31655,1.0
31656,1.0
31657,1.0
31658,1.0
31659,1.0
31660,0.4895167759997261
31661,1.0
31662,1.0
31663,1.0
31664,1.0
31665,1.0
31666,1.0
31667,1.0
31668,1.0
31669,1.0
31670,2.477351374189038e-57
31671,4.374556460833401e-61
31672,2.8714654203577955e-52
31673,1.727031775938181e-40
31674,7.844487096588483e-43
31675,6.121794725905691e-35
31676,1.2434627105394412e-51
31677,1.8584887562838753e-55
31678,1.5680366223768267e-53
31679,0.9999999999999916
31680,1.0
31681,1.0
31682,1.0
31683,5.69808260026898e-43
31684,3.7454202673026594e-45
31685,0.9999999994996809
31686,1.0
31687,1.0
31688,1.0
31689,1.0
31690,3.774912424173949e-30
31691,8.936053965752046e-37
31692,2.486124869996812e-35
31693,3.331710769438583e-49
31694,1.0
31695,1.0
31696,1.0
31697,1.0
31698,1.0
31699,1.0
31700,1.0
31701,1.0
31702,1.0
31703,3.840794575878957e-27
31704,1.5346341643300138e-37
31705,1.0419814874472556e-46
31706,1.0
31707,1.0
31708,1.0
31709,1.0
31710,7.795493580227434e-41
31711,0.4661727822122037
31712,2.6021214395021685e-37
31713,4.19045883239914e-22
31714,1.0
31715,1.0
31716,1.0
31717,1.0
31718,1.0
31719,1.0
31720,1.0
31721,0.9999999999999998
31722,1.0
31723,1.0
31724,1.0
31725,1.0
31726,1.0
31727,1.0
31728,1.0
31729,1.0
31730,1.0
31731,0.006298584544621114
31732,8.391296624349113e-06
31733,0.9999999999999989
31734,1.2541176594591824e-65
31735,8.066848184229758e-60
31736,1.8773063737837853e-49
31737,1.0
31738,1.0
31739,1.0
31740,1.0
31741,1.0
31742,1.0
31743,1.0
31744,1.2475796660623271e-56
31745,3.656607382659366e-42
31746,1.5361610046659996e-55
31747,1.0
31748,1.0
31749,1.0
31750,1.0
31751,0.9999999999997056
31752,1.0
31753,3.820688096756909e-58
31754,6.08277835133373e-71
31755,2.816098813670498e-72
31756,1.4833359381262112e-71
31757,1.0904926242815254e-71
31758,1.0118951650872801e-78
31759,2.0102906586206235e-53
31760,8.497198900793214e-51
31761,5.80738474155385e-53
31762,6.748474235986744e-53
31763,1.0
31764,1.0
31765,1.0
31766,1.0
31767,1.0
31768,1.0
31769,1.0
31770,1.0
31771,1.0
31772,1.0
31773,1.0
31774,1.0
31775,1.0
31776,1.0
31777,1.0
31778,1.829928275614783e-46
31779,7.096258635236508e-44
31780,1.0
31781,1.0
31782,1.0
31783,1.0
31784,1.0
31785,1.0
31786,1.0
31787,1.0
31788,1.0
31789,1.0
31790,1.0
31791,1.0
31792,1.0
31793,1.0
31794,1.0
31795,1.0
31796,1.0
31797,1.0
31798,1.0
31799,1.0
31800,1.0
31801,1.0
31802,1.0
31803,1.0
31804,1.0
31805,1.0
31806,1.0
31807,4.824747946156941e-41
31808,3.4908117042407796e-25
31809,5.7315315132435785e-37
31810,4.7057440655777326e-42
31811,7.221153544835915e-49
31812,1.0
31813,1.0
31814,1.0
31815,1.0
31816,1.0
31817,1.0
31818,1.0
31819,1.0
31820,1.0
31821,1.0
31822,1.0
31823,1.0
31824,0.9908705314443063
31825,1.0
31826,1.3133359934585992e-20
31827,1.0554845444292198e-54
31828,1.390820365118297e-54
31829,4.71748768042443e-55
31830,2.2781913745532857e-55
31831,1.6066606397909616e-75
31832,3.491101359661402e-61
31833,1.0
31834,1.0
31835,1.0
31836,1.0
31837,1.0
31838,1.0
31839,1.0
31840,1.0
31841,1.0
31842,1.0
31843,1.0
31844,1.0
31845,1.2467921162074477e-11
31846,8.055491549353755e-17
31847,6.396787973490106e-26
31848,1.0
31849,1.0
31850,1.0
31851,1.0
31852,0.9999999999953264
31853,1.0
31854,0.9999999999954592
31855,0.9999999999992863
31856,1.0
31857,1.0
31858,1.0
31859,1.0
31860,1.0
31861,1.0
31862,1.0
31863,1.0
31864,1.0
31865,1.0
31866,1.0
31867,1.0
31868,1.0
31869,1.0
31870,1.0
31871,1.0
31872,1.0
31873,1.0
31874,1.0
31875,1.0
31876,1.0
31877,1.0
31878,1.0
31879,1.0
31880,1.0
31881,1.0
31882,7.723123935139985e-12
31883,0.999999939394394
31884,1.0
31885,1.0
31886,1.0
31887,1.0
31888,0.9999999999999993
31889,1.0
31890,1.0
31891,1.0
31892,1.0
31893,1.0
31894,1.0
31895,1.0
31896,1.0
31897,1.0
31898,1.0
31899,0.9999999999999885
31900,1.0
31901,1.0
31902,1.0
31903,1.0
31904,0.9999999999999405
31905,0.9999999999999976
31906,1.0
31907,1.0
31908,1.0
31909,1.0
31910,1.0
31911,1.0
31912,1.0
31913,1.0
31914,1.0
31915,1.0
31916,1.0
31917,1.0
31918,1.0
31919,1.0
31920,1.0
31921,1.0
31922,1.0
31923,1.0
31924,1.0
31925,1.0
31926,1.0
31927,1.0
31928,1.0
31929,1.0
31930,1.0
31931,1.0
31932,1.0
31933,1.0
31934,1.0
31935,1.0
31936,1.0
31937,1.0
31938,1.0
31939,1.0
31940,1.0
31941,1.0
31942,1.0
31943,1.0
31944,1.0
31945,1.0
31946,1.0
31947,1.0
31948,1.0
31949,1.0
31950,1.0
31951,1.0
31952,1.0
31953,1.0
31954,1.0
31955,1.0
31956,1.0
31957,1.0
31958,1.0
31959,1.0
31960,1.0
31961,1.0
31962,1.0
31963,1.0
31964,1.0
31965,1.0
31966,1.0
31967,1.0
31968,1.0
31969,1.0
31970,1.0
31971,1.0
31972,1.0
31973,1.0
31974,1.0
31975,1.0
31976,1.0
31977,1.0
31978,1.0
31979,1.0
31980,1.0
31981,1.0
31982,1.0
31983,1.0
31984,1.0
31985,1.0
31986,1.0
31987,1.0
31988,1.0
31989,0.9999999999066493
31990,0.9999999969981772
31991,1.0
31992,1.0
31993,1.0
31994,1.0
31995,1.0
31996,1.0
31997,1.0
31998,1.0
31999,1.0
32000,1.0
32001,1.0
32002,1.0
32003,1.0
32004,1.0
32005,1.0
32006,1.0
32007,1.0
32008,1.0
32009,1.0
32010,1.0
32011,1.0
32012,1.0
32013,1.0
32014,1.0
32015,1.0
32016,1.0
32017,1.0
32018,1.0
32019,1.0
32020,1.0
32021,1.0
32022,1.0
32023,1.0
32024,1.0
32025,1.0
32026,1.0
32027,1.0
32028,1.0
32029,1.0
32030,1.5113618240185312e-37
32031,8.159014060259783e-51
32032,1.0874681511315676e-50
32033,1.0
32034,1.0
32035,1.0
32036,1.0
32037,1.0
32038,1.0
32039,1.0
32040,1.0
32041,1.0
32042,1.0
32043,1.0
32044,1.0
32045,1.0
32046,1.0
32047,1.0
32048,1.0
32049,1.213697174520121e-39
32050,0.9999999999953058
32051,1.0
32052,1.0
32053,1.0
32054,1.0
32055,1.0
32056,1.0
32057,1.0
32058,1.0
32059,1.0
32060,1.0
32061,1.0
32062,1.0
32063,1.0
32064,1.0
32065,1.0
32066,1.0
32067,1.0
32068,1.0
32069,1.0
32070,1.0
32071,1.594637598386576e-50
32072,1.0
32073,1.0
32074,1.0
32075,1.0
32076,1.0
32077,1.0
32078,1.0
32079,1.0
32080,1.0
32081,1.0
32082,1.0
32083,1.0
32084,1.0
32085,1.0
32086,1.0
32087,1.0
32088,1.0
32089,1.0
32090,1.0
32091,1.0
32092,1.0
32093,1.0
32094,1.0
32095,1.0
32096,1.0
32097,1.0
32098,1.0
32099,1.0
32100,1.0
32101,5.2298073676901883e-23
32102,1.0
32103,1.0
32104,1.0
32105,1.0
32106,1.0
32107,1.0
32108,1.0
32109,1.0
32110,1.0
32111,1.0
32112,1.0
32113,1.0
32114,1.0
32115,1.0
32116,1.0
32117,1.0
32118,1.0
32119,1.0
32120,1.0
32121,1.0
32122,1.0
32123,1.0
32124,1.0
32125,1.0
32126,1.0
32127,1.0
32128,1.0
32129,1.0
32130,1.0
32131,1.0
32132,1.0
32133,1.0
32134,1.0
32135,1.0
32136,1.0
32137,1.0
32138,1.0
32139,1.0
32140,1.0
32141,1.0
32142,1.0
32143,1.0
32144,1.0
32145,1.0
32146,1.0
32147,1.0
32148,1.0
32149,1.0
32150,1.0
32151,1.0
32152,1.0
32153,1.0
32154,1.0
32155,1.0
32156,1.0
32157,1.0
32158,1.0
32159,1.0
32160,1.0
32161,1.0
32162,1.0
32163,1.0
32164,1.0
32165,1.219343562445497e-11
32166,4.185130690699289e-46
32167,4.502007211971535e-16
32168,6.799454370825701e-35
32169,0.9762742009097619
32170,1.0
32171,1.0
32172,1.0
32173,1.0
32174,0.9999999595371251
32175,1.0
32176,1.0
32177,1.0
32178,1.0
32179,1.0
32180,1.0
32181,1.0
32182,1.0
32183,1.0
32184,1.0
32185,1.0
32186,1.0
32187,1.0
32188,1.0
32189,1.0
32190,1.0
32191,1.0
32192,1.0
32193,1.0
32194,1.0
32195,1.0
32196,1.0
32197,2.2565643109003618e-13
32198,1.1607481890497436e-50
32199,1.0
32200,1.0
32201,1.0
32202,1.0
32203,1.0
32204,1.0
32205,1.0
32206,1.0
32207,1.0
32208,1.0
32209,1.0
32210,1.0
32211,1.0
32212,0.9990404769179254
32213,1.894533833230978e-40
32214,5.722051474177561e-42
32215,1.0
32216,1.0
32217,1.0
32218,1.0
32219,1.0
32220,1.0
32221,1.0
32222,1.0
32223,1.0
32224,1.0
32225,1.0
32226,1.0
32227,1.0
32228,1.0
32229,1.0
32230,1.0
32231,1.0
32232,5.002784155970129e-44
32233,1.0
32234,1.0
32235,1.0
32236,1.0
32237,0.9999999999999993
32238,1.0
32239,1.0
32240,1.0
32241,1.0
32242,1.0
32243,1.0
32244,1.0
32245,0.9999999999999749
32246,1.0
32247,3.8975745255141875e-47
32248,2.859062304147243e-16
32249,1.0
32250,1.0
32251,1.0
32252,1.0
32253,1.0
32254,1.0
32255,1.0
32256,1.0
32257,1.0
32258,1.0
32259,1.0
32260,1.0
32261,1.0
32262,1.0
32263,1.0
32264,1.0
32265,1.0
32266,0.993762366530143
32267,3.2224485577899656e-44
32268,1.0
32269,1.0
32270,1.0506683058255867e-09
32271,1.8016224537254027e-36
32272,1.7206966683066532e-32
32273,1.3407426651871143e-41
32274,7.56437758632508e-32
32275,5.312792077012906e-21
32276,1.6207524591514682e-43
32277,6.121454045644125e-60
32278,2.5670194254564913e-64
32279,1.0
32280,0.9999999999999407
32281,0.9999999999800215
32282,1.0
32283,1.0
32284,1.0
32285,1.0
32286,1.0
32287,1.0
32288,1.0
32289,1.0
32290,1.0
32291,1.0667263506269518e-19
32292,1.2761256336117668e-34
32293,7.946118883426148e-14
32294,7.121295634504121e-32
32295,1.0
32296,1.0
32297,1.0
32298,1.0
32299,1.0
32300,1.0
32301,1.0
32302,0.9999999999999882
32303,1.0
32304,1.0
32305,1.0
32306,1.0
32307,1.0
32308,1.0
32309,1.0
32310,1.0
32311,1.0
32312,1.0
32313,0.9999999981737404
32314,0.9992201857938446
32315,1.0
32316,1.0
32317,1.0
32318,1.0
32319,1.0
32320,1.0
32321,1.0
32322,1.0
32323,1.0
32324,1.0
32325,1.7735389957249347e-50
32326,5.698120489687154e-52
32327,3.049212199481378e-42
32328,1.0
32329,1.0
32330,1.0
32331,1.0
32332,1.0
32333,1.0
32334,1.0
32335,1.0
32336,0.0002989473330184845
32337,3.4815056129245823e-38
32338,1.0
32339,1.0
32340,0.9999999728032226
32341,0.9999999850336676
32342,1.0
32343,1.0
32344,1.0
32345,1.0
32346,1.0
32347,1.0
32348,1.0
32349,1.0
32350,1.0
32351,1.0
32352,1.0
32353,0.9999999999999949
32354,1.0
32355,1.0
32356,1.0
32357,1.0
32358,1.0
32359,1.0
32360,1.0
32361,1.0
32362,1.0
32363,1.0
32364,1.0
32365,1.0
32366,1.0
32367,1.0
32368,1.0
32369,1.0
32370,1.0
32371,1.0
32372,1.0
32373,1.0
32374,1.0
32375,1.0
32376,0.9998197304538488
32377,0.9999914973167062
32378,1.8745081255466156e-14
32379,0.9999999999996307
32380,0.999999995517477
32381,1.0
32382,1.0
32383,1.0
32384,4.382685334330473e-52
32385,9.567193547794397e-42
32386,0.0005330297408182073
32387,0.01301857614964185
32388,2.1805884152231915e-11
32389,1.0
32390,1.0
32391,1.0
32392,1.0
32393,1.0
32394,1.0
32395,1.0
32396,1.0
32397,1.0
32398,1.0
